Orientation Sensor Raw Data Test

Current Temperature: 25 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
accelerometer_x	accelerometer_y	accelerometer_z	magnetometer_x	magnetometer_y	magnetometer_z	euler_x	euler_y	euler_z	linearAcceleration_x	linearAcceleration_y	linearAcceleration_z	gravity_x	gravity_y	gravity_z	quaternion_w	quaternion_y	quaternion_x	quaternion_z	calibration_system	calibration_gyro	calibration_accel	calibration_mag
-10.04	-1.51	7.90	-17.37	9.69	3.19	343.88	-55.38	7.06	-1.41	-1.21	2.16	-8.07	-0.68	5.52	0.8743	0.4614	-0.0993	0.1138	0	0	1	1
-9.20	-1.01	5.66	-20.25	10.38	1.19	349.88	-61.44	6.75	-0.59	-0.46	1.01	-8.61	-0.55	4.65	0.8378	0.5385	-0.0651	0.0620	0	0	1	1
-12.66	-1.72	3.84	-15.56	9.50	-10.88	357.63	-87.44	-178.13	-2.86	-2.03	4.13	-9.79	0.31	-0.29	0.6740	0.7386	0.0149	0.0067	0	0	1	1
-6.19	-2.77	-5.09	-13.88	8.88	-14.06	355.50	-81.56	-177.19	3.01	-3.00	-3.42	-9.70	0.06	-1.43	0.6550	0.7545	-0.0271	0.0313	0	0	1	1
-9.12	1.54	-0.58	-11.25	11.56	-12.56	351.19	-77.69	-174.38	0.45	1.34	1.49	-9.57	0.16	-2.11	0.6257	0.7775	-0.0422	0.0462	0	0	1	1
-10.03	-1.34	-2.16	-12.56	12.25	-12.75	347.81	-81.19	-162.63	1.42	1.67	-2.17	-9.69	0.44	-1.43	0.6536	0.7519	-0.0479	0.0721	0	0	1	1
-10.37	-0.60	-0.61	-13.19	13.38	-11.06	341.50	-82.94	-122.94	0.01	-1.18	-0.95	-9.73	1.00	-0.65	0.6786	0.7243	-0.0348	0.1166	0	0	1	1
-9.95	2.24	3.83	-11.75	14.00	-9.69	336.63	-81.25	-82.44	-0.25	0.77	3.63	-9.69	1.47	0.19	0.7065	0.6921	-0.0411	0.1419	0	0	1	1
-9.19	0.84	2.67	-14.56	14.56	-6.56	342.00	-76.94	-8.00	0.13	1.01	-1.15	-9.51	0.23	2.37	0.7922	0.5972	-0.0708	0.1035	0	0	1	1
-7.31	-1.46	0.85	-17.06	13.56	-3.19	329.88	-74.62	-14.31	1.87	0.19	-1.90	-9.45	0.64	2.51	0.7587	0.5953	-0.1291	0.2308	0	0	1	1
-9.78	-0.71	2.03	-14.56	16.75	-2.75	317.94	-74.06	-37.25	0.43	-2.18	1.15	-9.43	1.62	2.13	0.7138	0.6166	-0.1263	0.3071	0	0	1	1
-8.50	3.26	2.82	-8.06	19.56	1.37	291.69	-64.75	-56.75	0.36	-0.23	0.53	-8.87	3.49	2.29	0.6371	0.5970	-0.1373	0.4678	0	0	1	2
-5.60	19.67	-1.60	-3.38	20.87	5.50	321.25	-55.00	-64.31	2.43	14.60	-4.04	-8.03	5.06	2.43	0.7453	0.5991	0.1279	0.2632	0	0	1	2
-8.54	-0.06	5.29	-5.19	20.56	7.06	336.44	-64.62	-50.81	0.32	-3.31	2.64	-8.86	3.25	2.64	0.7777	0.6029	0.1138	0.1367	0	0	1	2
-7.16	1.08	1.52	-8.38	20.56	-0.19	2.25	-77.25	-74.31	2.17	-1.64	0.54	-9.56	2.08	0.58	0.7109	0.6821	0.1666	-0.0389	3	0	1	2
-8.12	1.71	-4.24	-10.88	14.50	-13.25	45.81	-75.37	-177.06	0.53	1.59	-1.09	-9.47	-0.02	-2.53	0.5187	0.7131	0.3609	-0.3037	3	0	1	2
-11.18	-3.38	-1.45	-10.56	2.50	-18.25	99.50	-76.37	114.62	-1.65	-1.28	-0.48	-9.53	-2.09	-0.96	0.4307	0.5566	0.4737	-0.5295	3	0	1	3
-9.91	0.86	-1.99	-13.38	-2.50	-18.56	96.00	-80.62	159.50	0.18	0.84	-1.16	-9.67	-0.55	-1.49	0.4340	0.5527	0.5351	-0.4688	3	0	1	3
-9.55	-4.12	-2.25	-11.88	-0.56	-20.19	94.19	-79.06	159.00	0.07	-3.46	-0.51	-9.62	-0.66	-1.73	0.4397	0.5427	0.5287	-0.4822	3	0	1	3
-7.42	6.32	-2.29	-12.56	-2.38	-17.87	91.25	-77.25	-157.06	2.54	5.87	1.22	-9.56	0.83	-1.98	0.4432	0.5177	0.5976	-0.4224	3	0	1	3
-9.03	2.26	-7.53	-7.56	2.25	-20.19	60.88	-67.69	-165.81	0.04	1.35	-3.93	-9.07	0.90	-3.60	0.4993	0.6906	0.4483	-0.2699	3	0	1	3
-10.79	-1.92	-6.74	-9.00	12.19	-16.25	37.75	-73.56	-172.75	-1.38	-2.26	-3.99	-9.40	0.34	-2.74	0.5890	0.7519	0.2507	-0.1580	3	0	1	3
-7.72	-0.05	-3.06	-12.50	18.69	-4.50	352.19	-77.31	-56.56	2.14	-1.54	-2.68	-9.56	1.79	1.18	0.7775	0.6218	0.0677	0.0659	3	0	1	3
-7.07	2.72	8.13	-9.75	20.06	4.50	355.00	-59.44	-24.75	1.36	0.63	3.61	-8.44	2.09	4.52	0.8535	0.5092	0.1074	0.0279	3	0	1	3
-8.32	1.89	2.80	-11.25	19.69	0.69	5.69	-64.37	-22.50	0.53	-2.03	1.35	-8.84	1.62	3.91	0.8322	0.5369	0.1278	-0.0541	3	0	1	3
-7.33	3.33	2.84	-13.50	18.56	-2.00	24.69	-76.44	-41.13	2.67	1.13	0.56	-9.53	1.51	1.72	0.7280	0.6104	0.2507	-0.1859	3	0	1	3
-9.04	-2.44	5.65	-15.56	10.69	-12.75	59.25	-87.31	0.81	0.75	-2.30	5.22	-9.79	-0.19	0.38	0.6047	0.5977	0.3573	-0.3865	3	0	1	3
-0.89	19.71	14.62	-13.06	3.50	-17.00	95.06	-71.94	143.06	10.21	20.44	9.43	-9.32	-1.81	-2.42	0.3356	0.7090	0.4468	-0.4301	3	0	1	3
-2.41	12.28	-1.63	2.06	2.25	-22.37	54.06	-36.63	154.50	3.44	15.66	5.46	-5.85	-3.38	-7.10	0.2090	0.8264	0.4241	-0.3058	3	0	1	3
-6.06	-11.68	-4.69	1.06	4.50	-22.06	43.31	-30.62	152.06	-1.06	-7.73	2.76	-5.06	-3.86	-7.45	0.1834	0.8665	0.3654	-0.2864	3	0	1	3
-4.06	-9.26	-9.16	2.88	8.06	-21.00	38.75	-35.94	-178.25	0.29	-7.74	-0.88	-5.75	0.23	-7.93	0.3145	0.8941	0.3091	-0.0784	3	0	1	3
-4.11	1.55	-15.56	3.69	15.56	-16.69	43.81	-29.25	-169.31	0.68	-0.02	-7.16	-4.79	1.57	-8.40	0.2856	0.8956	0.3407	-0.0155	3	0	1	3
-2.68	8.99	-13.23	1.37	17.00	-15.19	46.56	-35.88	-159.63	3.06	6.23	-5.79	-5.75	2.75	-7.44	0.3053	0.8733	0.3771	0.0432	3	0	1	3
-39.20	-0.22	5.02	10.69	14.56	-14.38	44.50	-23.06	-173.94	-34.00	7.56	-30.25	-3.84	0.94	-8.97	0.2447	0.9083	0.3312	-0.0744	3	0	1	3
-33.51	-38.24	28.01	-8.38	13.75	-16.00	10.25	-70.25	-173.50	-24.28	-38.61	31.29	-9.23	0.37	-3.28	0.4962	0.8043	0.3154	0.0870	3	0	1	3
20.15	15.67	-32.90	4.38	21.00	-9.75	2.56	-50.06	-128.63	27.67	10.76	-28.97	-7.52	4.90	-3.92	0.5228	0.6886	0.4860	-0.1282	2	0	1	3
39.16	-0.83	-39.20	-3.38	14.88	-17.87	55.50	-46.25	170.44	46.30	-4.98	-32.53	-7.08	-1.12	-6.68	0.3864	0.8546	0.3008	-0.1729	2	0	1	3
-0.52	-35.62	-34.69	0.88	20.69	-11.75	325.25	-30.75	-142.00	26.37	-38.11	-31.22	-5.02	5.17	-6.64	0.4008	0.7922	0.4514	0.0892	2	0	1	3
39.21	6.30	-39.22	-1.56	11.56	-19.75	60.19	-69.19	166.44	48.38	7.11	-35.84	-9.55	-0.78	-2.05	0.6589	0.5904	0.3125	-0.3458	2	0	1	3
16.09	39.22	4.73	-16.56	15.50	-4.50	58.06	-67.87	147.00	25.17	41.22	7.83	-9.08	-2.00	-3.09	0.1253	0.9797	0.0934	-0.1258	2	0	1	3
23.60	-10.57	-39.22	-5.25	14.00	-18.00	23.31	-43.88	-173.00	33.61	-13.61	-32.20	-6.80	0.85	-7.01	0.4591	0.8698	0.1786	0.0290	2	0	1	3
16.88	-8.50	-39.22	9.06	21.25	-1.06	309.63	-18.37	-131.50	21.86	-9.17	-33.05	-3.09	6.96	-6.16	0.3611	0.7277	0.5770	0.0847	2	0	1	3
12.92	39.19	9.72	-4.56	-0.25	-21.75	124.31	-56.31	109.19	21.08	44.33	11.50	-7.78	-5.72	-1.66	0.0924	0.7409	0.2578	-0.6132	2	0	1	3
29.08	-16.37	-39.22	-11.00	5.00	-18.75	9.38	-54.25	168.75	37.04	-15.25	-33.60	-7.96	-1.11	-5.61	0.6168	0.7593	-0.0262	0.2059	1	0	1	3
13.66	32.24	-39.22	17.56	16.06	-0.50	102.81	-31.62	-146.88	18.80	27.68	-32.23	-5.14	4.55	-6.99	0.3353	0.6196	0.6768	-0.2137	1	0	1	3
2.94	15.64	-39.22	-0.06	-11.06	-20.75	107.81	-32.63	141.06	15.13	5.00	-32.80	-5.29	-5.18	-6.42	0.4091	0.9095	-0.0601	-0.0432	0	0	1	3
-39.23	-39.22	-16.13	-2.38	20.37	9.88	232.75	-5.19	-80.62	-38.34	-48.86	-33.93	-0.88	9.63	1.58	0.3741	0.6531	0.4037	0.5201	0	0	1	3
2.66	39.22	-15.48	5.50	2.38	-23.50	116.44	-47.00	162.69	9.83	41.20	-9.09	-7.17	-1.98	-6.38	0.0499	0.7614	0.4612	-0.4529	0	0	1	3
8.84	-2.50	-38.85	-6.75	5.56	-20.69	20.75	-58.00	155.06	18.35	0.29	-23.43	-8.32	-2.18	-4.70	0.5473	0.8273	-0.0943	-0.0844	0	0	1	3
9.67	-7.90	-39.22	7.25	20.06	-6.88	299.63	-26.06	-130.00	13.99	-14.64	-33.56	-5.01	6.86	-4.88	0.6088	0.6485	0.4406	0.1211	1	0	1	3
-39.23	39.22	30.66	-9.19	17.75	-11.06	64.56	-49.50	167.69	-31.77	40.57	36.88	-7.46	-1.35	-6.21	0.2326	0.9681	0.0865	-0.0347	1	0	1	3
26.39	-38.97	39.22	-3.38	18.06	-11.50	321.06	-45.75	-132.75	-32.20	-44.19	43.86	-7.03	5.01	-4.64	0.3705	0.8629	0.2642	0.2198	2	0	1	3
18.38	22.50	-31.22	6.56	18.50	-11.50	340.13	-39.31	-150.50	29.75	30.35	45.82	-6.21	3.73	-6.60	0.3712	0.8747	0.3033	0.0712	2	0	1	3
39.20	10.44	-39.22	3.00	17.87	-13.38	346.06	-40.88	-157.56	45.73	6.55	-31.39	-6.52	3.09	-6.63	0.4146	0.8620	0.2623	0.1276	1	0	1	3
-24.41	-3.68	0.75	7.69	20.06	-8.75	38.94	-23.56	-147.81	-20.49	-8.46	8.36	-3.92	4.78	-7.60	0.2567	0.9049	0.2988	0.1613	1	0	1	3
37.85	2.58	-39.22	4.38	16.37	-14.50	18.31	-59.19	-165.81	48.15	6.53	-35.38	-8.94	1.22	-3.83	0.6540	0.7037	0.2407	-0.1384	1	0	1	3
35.04	39.21	22.27	-16.19	14.56	-5.75	74.00	-52.44	70.75	42.82	44.85	20.30	-7.77	-5.63	1.96	0.1574	0.8007	-0.2482	-0.5221	0	0	1	3
-5.75	28.74	-35.97	-7.00	-22.00	-5.00	140.44	46.25	59.25	-5.04	34.10	-42.69	7.08	-5.82	3.46	0.3064	0.0002	-0.5752	-0.7585	0	0	1	3
-39.23	39.22	-39.22	19.87	-12.38	2.69	65.00	1.44	-139.81	-39.48	32.89	-31.73	0.25	6.32	-7.49	-0.4249	-0.7537	-0.4488	-0.2238	0	0	1	3
-27.21	39.22	13.29	-4.88	9.50	-19.50	27.19	-59.94	170.69	-18.72	40.01	18.14	-8.48	-0.78	-4.84	-0.4693	-0.8669	-0.0699	0.1526	0	0	1	3
2.13	-39.22	-38.52	-7.06	14.50	-14.25	310.50	-50.25	-133.88	8.99	-43.73	-34.88	-7.54	4.51	-4.34	-0.4993	-0.7956	-0.1473	-0.3100	0	0	1	3
12.05	-25.91	-36.86	11.25	20.69	-3.06	267.13	18.87	-57.31	8.87	-33.72	-41.87	3.17	7.81	5.00	-0.5250	-0.0704	-0.4327	-0.7296	0	0	1	3
36.38	-3.95	-39.22	15.25	-13.19	-12.25	175.31	75.19	116.69	26.90	-1.71	-38.10	9.48	-2.23	-1.12	0.0252	0.1480	-0.7256	-0.6716	0	0	1	3
23.21	15.73	11.88	13.75	-15.06	-9.88	175.06	86.06	177.25	13.43	16.20	12.37	9.78	-0.46	-0.48	-0.0080	-0.1093	-0.6527	-0.7496	0	0	1	3
5.04	6.77	-39.22	19.87	1.88	-12.19	92.31	-5.94	-158.44	6.06	3.19	-30.15	-1.01	3.57	-9.07	-0.1872	-0.7020	-0.6850	0.0541	0	0	1	3
15.92	-38.63	-39.22	2.25	-7.00	-20.75	351.81	-87.87	0.50	25.72	-38.54	-39.57	-9.79	-0.09	0.34	-0.7224	-0.6603	0.0255	-0.2039	0	0	1	3
-39.21	-39.20	19.74	9.50	18.56	10.00	231.19	5.38	-18.19	-40.13	-42.26	10.47	1.55	2.77	9.27	-0.4310	-0.1431	-0.3231	-0.8303	0	0	1	3
9.67	18.34	-39.22	19.06	8.50	-10.69	275.63	-7.38	-121.44	10.93	10.05	-34.14	-1.26	8.29	-5.07	-0.3607	-0.7480	-0.5491	-0.0940	0	0	1	3
33.71	-27.63	-39.22	-4.19	-8.06	-21.37	358.19	-78.31	34.63	43.32	-26.51	-40.85	-9.60	-1.12	1.62	-0.8253	-0.5259	0.1680	-0.1190	0	0	1	3
-39.23	-39.22	-34.03	-6.38	10.75	20.37	214.88	-18.31	-38.63	-36.14	-45.03	-41.30	-2.48	6.34	7.05	-0.4438	-0.4588	-0.1953	-0.7445	0	0	1	3
-2.38	27.59	-28.83	7.00	5.69	-21.50	70.87	-43.94	-166.88	-5.57	36.70	-21.17	-6.80	1.59	-6.87	-0.2063	-0.7493	-0.5369	0.3282	0	0	1	3
9.63	-6.74	-39.22	-2.75	9.69	-19.56	299.25	-51.19	-64.87	13.34	-9.15	-43.03	-7.59	4.89	3.80	-0.7608	-0.4182	0.0807	-0.4897	0	0	1	3
-36.45	-39.22	-39.16	10.56	6.50	18.00	235.56	-1.44	-35.56	-36.19	-44.93	-47.13	-0.25	5.70	7.96	-0.3992	-0.5035	-0.5176	-0.5649	0	0	1	3
-7.60	25.91	-21.01	-4.19	4.25	-21.06	93.75	-70.62	160.88	-22.83	41.13	-15.92	-9.20	-1.91	-2.79	-0.3145	-0.6217	-0.4586	0.5516	0	0	1	3
10.76	-11.34	-39.22	-18.19	6.50	-11.50	338.19	-67.94	74.12	14.35	-7.50	-38.10	-9.09	-3.53	1.00	-0.7648	-0.4775	0.3580	-0.2426	0	0	1	3
30.09	4.46	-39.22	0.19	15.50	16.87	265.69	-7.63	-68.06	13.78	0.45	-41.81	-1.00	9.40	2.58	-0.5869	-0.4447	-0.5496	-0.3947	0	0	1	3
-39.23	39.22	-14.07	-5.50	5.00	-20.75	40.88	-41.75	162.00	-32.70	41.47	-7.11	-6.53	-2.25	-6.95	-0.4792	-0.8177	-0.0821	0.3081	0	0	1	3
20.13	-11.44	-39.22	-23.06	8.25	5.25	352.31	-30.06	19.94	25.06	-8.54	-47.19	-4.92	-2.89	7.97	-0.9158	-0.2242	0.2430	-0.2280	0	0	1	3
13.52	2.30	-39.22	11.88	18.25	4.88	306.31	-0.31	-93.31	13.58	-7.48	-38.65	-0.06	9.78	-0.57	-0.5868	-0.2642	-0.7569	-0.1141	0	0	1	3
39.03	-39.22	-39.22	0.25	-15.88	-16.25	106.31	-55.25	171.38	47.09	-38.39	-33.70	-8.05	-0.83	-5.52	-0.5510	-0.6017	-0.5627	0.1332	0	0	1	3
20.41	-39.22	0.38	-14.06	19.37	-0.88	337.50	-32.75	18.37	25.73	-36.62	-7.43	-5.31	-2.60	7.81	-0.8229	-0.2955	0.2124	-0.4363	0	0	1	3
9.71	4.02	-39.22	20.19	12.88	0.25	284.63	22.00	-71.06	6.03	-4.57	-42.16	3.68	8.60	2.94	-0.6099	-0.1069	-0.7025	-0.3507	0	0	1	3
-39.23	33.62	-29.83	-6.38	0.69	-22.37	67.25	-44.75	177.13	-32.32	33.97	-22.88	-7.33	0.25	-6.50	-0.5574	-0.6636	-0.4691	0.1702	0	0	1	3
25.05	-13.88	-25.44	-19.75	12.50	6.69	8.13	-2.31	21.25	34.05	-21.44	-16.60	-0.02	-3.89	9.00	-0.9619	-0.0047	0.2656	-0.0652	0	0	1	3
11.96	38.17	-39.22	11.56	20.06	-0.56	306.13	5.31	-73.00	11.05	28.83	-42.07	0.91	9.33	2.84	-0.5792	-0.3241	-0.7321	-0.1532	0	0	1	3
-39.23	39.22	-20.32	-7.56	-18.06	-11.00	118.69	-68.69	11.00	-30.09	39.90	-31.11	-9.13	-0.67	3.49	-0.5657	-0.5372	-0.2471	0.5747	0	0	1	3
-39.23	-39.22	-24.91	-14.56	6.69	-15.88	5.31	-70.37	-25.94	-29.99	-40.66	-27.87	-9.23	1.43	2.95	-0.8481	-0.4957	-0.1042	-0.1551	0	0	1	3
18.72	29.62	-39.22	-2.00	20.87	-8.25	347.06	-36.31	-67.50	24.53	22.32	-42.24	-5.98	7.24	2.78	-0.7736	-0.4253	-0.4668	0.0527	0	0	1	3
-4.58	-3.28	-22.10	-14.56	0.25	-17.87	40.56	-79.37	-39.94	5.05	-4.44	-23.48	-9.61	1.33	1.39	-0.7521	-0.5759	-0.2704	0.1717	0	0	1	3
8.21	-30.92	-39.22	-8.00	21.56	4.38	323.50	0.63	0.12	8.09	-30.90	-49.03	0.11	-0.02	9.80	-0.8375	0.0734	0.1494	-0.5205	0	0	1	3
0.47	12.74	-39.22	24.25	3.56	-2.50	242.50	49.94	-58.13	-7.03	7.38	-42.55	7.22	6.18	2.38	-0.5028	-0.1108	-0.6649	-0.5411	0	0	1	3
-39.23	39.22	-15.47	4.38	-4.00	-22.06	111.06	-33.25	-170.88	-33.85	37.92	-24.75	-5.38	1.29	-8.09	-0.3447	-0.3882	-0.8322	0.1948	0	0	1	3
4.48	-2.97	-39.22	-8.56	17.25	-9.19	349.81	-22.50	17.62	8.23	-0.22	-47.85	-3.75	-2.75	8.63	-0.9490	-0.1143	0.2753	-0.1032	0	0	1	3
34.06	10.26	-39.20	4.75	7.50	20.06	293.13	-22.19	-9.13	42.92	13.64	-48.18	-3.70	1.44	8.96	-0.7750	-0.3063	-0.3337	-0.4407	0	0	1	3
-38.58	39.22	-18.78	1.50	2.50	-22.06	59.56	-51.25	-151.63	-30.93	36.31	-13.38	-8.25	1.75	-4.99	-0.4556	-0.5338	-0.5890	0.4008	0	0	1	3
-3.47	-39.17	-39.22	-14.69	11.19	-14.06	347.19	-51.88	-30.81	5.08	-42.60	-45.07	-7.02	3.54	5.85	-0.8871	-0.3051	-0.0980	-0.3320	0	0	1	3
-21.29	-27.17	-29.99	13.38	15.50	10.50	253.50	15.56	20.44	-25.32	-25.64	-35.25	2.63	-3.30	8.85	-0.5147	0.2805	-0.0501	-0.8086	0	0	1	3
6.63	-8.69	-33.30	19.87	-7.56	-9.50	186.88	22.00	76.75	2.37	0.56	-39.97	3.67	-8.85	2.07	0.0607	0.6675	-0.1979	-0.7152	0	0	1	3
-35.15	-39.22	-39.22	-4.00	5.25	-20.56	42.13	-76.25	53.31	-25.62	-37.36	-40.61	-9.52	-1.86	1.38	0.8268	0.4553	0.1719	-0.2819	0	0	1	3
-39.23	-39.22	36.77	-16.25	16.56	3.19	277.50	-16.44	-31.56	-36.45	-44.12	12.83	-2.77	4.92	8.01	0.6378	0.0667	0.1750	0.7471	0	0	1	3
-3.26	-20.11	-14.87	24.06	-0.69	-1.75	228.56	25.56	31.56	-8.91	-16.00	-16.10	4.01	-5.02	7.40	0.2921	-0.3866	0.0550	0.8730	0	0	1	3
21.03	-24.13	-39.22	13.69	-15.75	-9.75	143.50	-14.69	83.81	23.51	-14.70	-40.23	-2.48	-9.43	1.01	-0.4183	-0.7109	0.1783	0.5366	0	0	1	3
-4.85	-3.79	-39.22	-3.56	21.00	-4.50	287.63	-40.88	-50.44	0.81	-9.29	-44.28	-5.66	5.72	5.59	-0.6921	-0.3234	-0.0721	-0.6413	0	0	1	3
-21.18	15.19	-39.18	18.75	11.56	6.69	262.00	20.81	-20.12	-24.66	12.03	-47.79	3.48	3.15	8.60	-0.6341	-0.0284	-0.3020	-0.7112	0	0	1	3
-14.20	39.20	29.30	15.06	11.56	-12.19	302.88	5.88	-78.44	-15.21	29.64	27.36	1.01	9.55	1.94	-0.6555	-0.4952	-0.5475	-0.1592	0	0	1	3
-39.22	-9.80	39.22	-14.75	15.88	-8.38	355.19	-46.88	-43.38	-32.07	-16.92	34.35	-7.15	4.60	4.86	-0.8590	-0.4383	-0.2313	-0.1284	0	0	1	3
-14.45	-38.40	-18.01	3.56	23.50	2.69	297.44	-12.38	-36.88	-7.17	-38.87	-32.69	-2.11	5.75	7.65	-0.7914	-0.2767	-0.2466	-0.4860	0	0	1	3
-15.47	39.22	-30.77	1.75	19.87	-12.25	342.56	-32.94	-68.94	-10.13	31.54	-33.73	-5.33	7.67	2.95	-0.8049	-0.4178	-0.4199	-0.0366	0	0	1	3
-10.64	-24.50	-9.08	-9.75	14.50	-13.00	348.50	-45.81	-42.25	-3.61	-29.09	-14.14	-7.03	4.59	5.05	-0.8738	-0.3999	-0.1772	-0.2125	0	0	1	3
-0.63	-29.48	-15.41	6.38	22.06	0.37	296.56	-10.13	-39.19	1.09	-35.58	-22.89	-1.61	6.28	7.35	-0.7852	-0.2701	-0.2829	-0.4801	0	0	1	3
-24.82	39.22	-32.06	2.06	17.37	-15.25	349.00	-41.50	-73.37	-18.32	32.18	-34.16	-6.50	7.03	2.09	-0.7994	-0.4792	-0.3623	-0.0010	0	0	1	3
-8.22	-34.05	-26.60	-9.06	17.37	-11.88	338.63	-46.56	-42.19	-1.10	-38.59	-31.59	-6.87	4.53	5.32	-0.8580	-0.4019	-0.1627	-0.2755	0	0	1	3
-6.29	-10.86	-0.97	8.56	21.69	-0.75	298.06	-14.25	-51.19	-6.80	-5.98	0.42	-2.42	7.40	5.95	-0.7602	-0.3773	-0.3384	-0.4064	0	0	1	3
-8.80	39.22	-39.22	0.69	17.75	-16.06	18.06	-58.81	-65.81	-0.41	34.59	-41.30	-8.39	4.62	2.07	-0.7744	-0.4923	-0.3420	0.2025	0	0	1	3
15.94	-0.22	-39.22	-19.87	6.56	-6.06	38.44	-22.50	0.25	16.64	2.64	-48.26	-3.75	-0.04	9.05	-0.9459	-0.0986	0.0097	0.3090	0	0	1	3
-18.81	-15.61	-39.00	-18.37	13.38	-1.06	326.06	-45.69	-80.06	-11.79	-22.35	-40.18	-7.02	6.74	1.18	-0.9150	-0.2933	-0.2245	-0.1622	0	0	1	3
39.21	34.76	14.17	-17.00	16.87	-0.75	36.81	-26.25	-39.56	2.58	33.62	-2.69	-4.34	5.60	6.77	-0.5759	-0.5289	-0.3730	0.4996	0	0	1	3
17.02	-1.02	-39.22	-15.06	-16.19	-7.25	88.00	-3.94	40.13	17.70	5.28	-46.69	-0.67	-6.31	7.47	-0.7500	-0.2078	0.3063	0.5482	0	0	1	3
-17.70	-8.06	-39.22	-11.50	18.06	4.06	269.00	-7.38	-52.94	3.16	-15.96	-45.06	-1.26	7.76	5.85	-0.6835	-0.0379	-0.2979	-0.6654	0	0	1	3
36.74	-39.22	4.76	16.87	13.88	-6.56	266.56	40.31	48.81	21.09	-33.53	12.59	6.35	-5.62	4.91	-0.3478	0.4155	0.2311	-0.8080	0	0	1	3
-39.23	-39.22	-39.22	-1.37	-19.69	-12.25	98.50	-39.31	66.75	-33.01	-32.25	-42.21	-7.17	-6.19	2.51	0.7248	0.6125	-0.0262	-0.3144	0	0	1	3
