Orientation Sensor Raw Data Test

Current Temperature: 26 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
accelerometer_x	accelerometer_y	accelerometer_z	magnetometer_x	magnetometer_y	magnetometer_z	euler_x	euler_y	euler_z	linearAcceleration_x	linearAcceleration_y	linearAcceleration_z	gravity_x	gravity_y	gravity_z	quaternion_w	quaternion_y	quaternion_x	quaternion_z	calibration_system	calibration_gyro	calibration_accel	calibration_mag
-39.22	-39.22	-7.46	-7.19	21.69	3.00	264.19	-20.44	99.56	-35.79	-30.16	-5.93	-3.42	-9.05	-1.53	0.2937	-0.2003	-0.7106	0.6071	0	0	0	3
-6.55	39.22	-39.22	20.50	3.19	-9.25	261.94	-32.06	6.56	0.98	40.17	-47.45	-5.21	-0.95	8.25	0.7696	0.1545	-0.1105	0.6096	0	0	0	3
-37.08	39.22	-39.22	-11.19	-3.69	-19.69	29.75	10.31	-46.81	-38.84	32.18	-45.82	1.76	7.04	6.59	0.8486	-0.2249	0.2304	-0.4199	0	0	0	3
30.04	14.59	-34.00	-2.56	-21.25	-5.69	99.44	-8.00	-57.63	32.55	4.88	-29.31	-1.36	8.20	5.19	0.4877	-0.2985	0.3888	-0.7224	0	0	0	3
-25.46	39.22	-39.18	18.00	-13.00	3.88	229.44	-73.81	-8.50	-16.04	38.81	-41.87	-9.25	0.33	3.21	-0.5142	-0.3454	0.3726	-0.6910	0	0	0	3
4.88	1.36	-10.26	17.69	1.75	-14.88	2.06	-47.88	-43.00	12.16	-3.11	-15.06	-7.33	4.62	4.58	-0.8392	-0.4370	-0.3214	0.0380	0	0	0	3
1.38	26.13	-13.71	20.06	-3.00	-11.19	357.88	-52.88	-44.06	3.37	21.82	-19.84	-7.81	4.11	4.24	-0.8649	-0.4578	-0.1615	-0.1276	0	0	0	3
2.28	-1.58	-10.42	21.87	-0.37	-9.00	285.69	-47.38	-31.12	9.31	-5.33	-14.02	-7.22	3.43	5.67	-0.6483	-0.4805	0.1362	-0.5746	0	0	0	3
2.77	-1.94	1.58	20.50	-8.38	7.69	256.06	-62.13	-85.06	11.44	-6.51	1.18	-8.66	4.56	0.39	-0.4349	-0.6504	0.3104	-0.5399	1	0	0	3
9.10	3.55	-2.44	18.19	-3.25	13.06	280.56	-77.31	-111.62	19.08	1.57	-1.89	-9.56	2.02	-0.74	-0.5331	-0.6603	0.3132	-0.4262	2	0	0	3
-1.80	16.83	-7.66	20.50	1.69	12.69	291.81	-64.69	-126.75	7.06	13.48	-5.15	-8.86	3.35	-2.50	-0.4926	-0.8005	0.1122	-0.3224	2	0	0	3
7.72	2.25	-0.77	18.56	-1.19	13.50	298.13	-65.31	-137.63	19.02	-2.91	2.31	-8.91	2.75	-3.02	-0.5128	-0.7700	0.2382	-0.2958	2	0	0	3
7.91	-1.00	-0.92	19.19	0.25	11.56	283.94	-67.19	-120.50	16.95	-4.27	1.00	-9.04	3.26	-1.92	-0.4944	-0.7336	0.2648	-0.3837	2	0	0	3
4.82	8.49	-0.42	18.56	-2.56	15.50	266.75	-63.00	-125.00	16.77	-4.88	3.79	-8.74	3.63	-2.55	-0.4044	-0.7139	0.3352	-0.4631	3	0	0	3
9.71	1.52	8.14	16.37	-4.75	16.19	252.75	-60.50	-130.44	18.24	-2.14	11.27	-8.53	3.67	-3.13	-0.3253	-0.6952	0.4236	-0.4811	3	0	0	3
8.56	-2.48	6.88	16.37	-10.56	14.75	239.19	-68.75	-126.25	21.10	-5.25	6.70	-9.14	2.85	-2.09	-0.3255	-0.5404	0.5805	-0.5148	2	0	0	3
-5.25	13.44	14.67	15.25	-4.06	15.88	247.13	-72.69	-167.06	4.10	12.79	17.50	-9.36	0.65	-2.83	-0.2928	-0.4789	0.6113	-0.5579	2	0	0	3
7.82	-2.99	4.86	15.25	-15.56	8.88	196.81	-63.69	-103.25	17.10	-7.58	4.51	-8.79	4.22	-0.99	-0.0808	-0.3947	0.6439	-0.6505	1	0	0	3
-3.18	-8.92	20.40	18.19	-13.69	9.38	207.50	-83.25	-173.31	6.55	-10.06	20.53	-9.75	1.00	0.10	-0.1788	-0.2500	0.6529	-0.6923	2	0	0	3
7.86	-2.97	7.24	16.06	-13.69	9.38	195.31	-59.25	-127.37	16.29	-6.95	10.29	-8.43	3.97	-3.04	-0.0784	-0.4598	0.6850	-0.5596	3	0	0	3
9.42	1.27	3.80	13.88	-13.25	12.38	220.06	-71.81	-121.19	18.74	-1.33	5.38	-9.31	2.61	-1.58	-0.2441	-0.4512	0.6185	-0.5952	3	0	0	3
11.77	-0.83	5.09	15.69	-7.88	14.75	239.13	-67.00	-156.50	20.50	-2.02	8.23	-8.98	1.50	-3.62	-0.2834	-0.5455	0.6344	-0.4688	3	0	0	3
0.78	6.84	7.05	11.25	-6.19	19.75	240.50	-52.81	-169.00	8.59	5.72	12.87	-7.70	1.08	-5.97	-0.2036	-0.5321	0.7288	-0.3799	3	0	0	3
4.19	-1.40	9.59	9.50	-8.69	19.06	206.63	-45.44	-162.81	11.65	-2.85	15.03	-6.99	2.02	-6.56	-0.0660	-0.4527	0.7990	-0.3904	3	0	0	3
2.85	0.17	4.29	6.19	-14.06	16.75	182.88	-45.38	-147.00	9.83	-3.57	10.07	-7.05	3.76	-5.68	-0.0135	-0.4326	0.7685	-0.4713	3	0	0	3
-0.14	-6.93	22.88	9.75	-15.50	13.25	182.94	-55.06	-137.75	10.71	-8.10	15.21	-8.04	3.76	-4.15	0.0204	-0.3853	0.7816	-0.4902	2	0	0	3
3.86	0.37	5.88	4.38	-15.88	17.06	233.06	-35.06	-163.81	7.96	-2.33	13.28	-5.63	2.23	-7.70	-0.0612	-0.4233	0.8536	-0.2975	2	0	0	3
-5.08	6.51	5.68	4.00	-4.25	23.25	231.56	-34.63	154.50	0.50	9.98	12.96	-5.58	-3.46	-7.27	-0.3558	-0.4043	0.8187	-0.1994	3	0	0	3
1.47	6.46	1.54	12.25	7.56	16.37	300.06	-57.44	113.94	9.74	11.28	3.68	-8.34	-4.78	-1.90	-0.5747	-0.3816	0.6569	-0.3044	3	0	0	3
0.65	9.14	4.25	13.38	14.06	12.88	315.88	-28.62	107.25	-4.39	24.67	8.15	-4.70	-8.21	-2.56	-0.5518	-0.0533	0.8031	-0.2183	3	0	0	3
-0.17	1.67	8.65	7.25	15.50	15.25	338.44	1.56	105.56	-0.44	11.11	11.29	0.27	-9.44	-2.63	-0.6178	0.2111	0.7545	-0.0670	3	0	0	3
-12.22	-8.53	12.69	-5.69	18.37	11.75	22.12	40.81	83.94	-24.82	-5.23	15.33	6.66	-7.11	1.04	-0.7355	0.3783	0.5315	0.1829	3	0	0	3
5.83	3.62	-37.21	-19.69	13.06	-5.56	3.56	79.31	-39.25	-2.35	4.21	-40.21	9.63	1.15	1.40	-0.6982	0.6953	-0.1679	0.0280	3	0	0	3
-9.73	9.84	-4.83	-14.00	-18.75	3.00	90.62	-4.81	-111.94	-8.90	0.78	-1.17	-0.83	9.06	-3.65	-0.3807	0.5738	-0.5877	0.4247	3	0	0	3
6.60	-7.80	5.55	-10.06	-20.56	3.50	113.94	-11.88	-90.62	8.63	-17.40	5.66	-2.02	9.59	-0.11	-0.3412	0.4282	-0.5789	0.6042	3	0	0	3
3.04	4.40	13.55	12.25	-18.87	6.19	130.75	-47.50	-148.50	8.86	-0.94	16.90	-7.23	3.45	-5.64	-0.2177	-0.0126	-0.8976	0.3832	3	0	0	3
2.12	-0.28	16.54	8.56	-20.19	7.38	87.06	-31.06	-132.38	7.19	-6.48	22.21	-5.06	6.19	-5.66	-0.3568	0.1104	-0.8655	0.3339	3	0	0	3
1.14	-2.94	5.34	7.19	-22.37	0.69	117.75	-46.31	-98.50	8.36	-9.46	6.46	-7.09	6.69	-1.00	-0.3499	0.1624	-0.7108	0.5883	3	0	0	3
-3.45	-7.18	4.80	7.06	-21.69	-4.25	103.69	-34.81	-83.62	2.85	-14.50	3.97	-5.60	7.99	0.88	-0.4669	0.2007	-0.6409	0.5753	3	0	0	3
-5.40	-6.91	2.16	2.50	-22.69	-6.19	99.81	-32.81	-75.25	-0.08	-14.88	0.06	-5.32	7.96	2.09	-0.4849	0.1460	-0.5970	0.6222	3	0	0	3
2.54	0.72	2.83	10.69	-18.00	-9.69	131.81	-69.12	-54.75	11.71	-2.12	0.82	-9.16	2.85	2.01	-0.2966	-0.1143	-0.6313	0.7075	3	0	0	3
-3.19	-28.77	4.27	18.69	-11.88	-9.69	130.31	-65.75	-66.69	4.87	-34.51	5.65	-8.73	4.19	1.48	-0.3273	0.0951	-0.6695	0.6600	3	0	0	3
1.80	-6.94	8.63	6.69	-22.69	2.69	120.12	-30.94	-123.00	6.84	-13.99	13.22	-5.04	7.04	-4.58	-0.2399	0.3762	-0.7961	0.4089	3	0	0	3
0.07	-1.07	8.03	-0.50	-19.19	13.88	230.81	-24.37	-144.13	4.24	-6.11	15.02	-4.03	5.15	-7.29	-0.1539	0.3989	-0.8486	0.3114	3	0	0	3
-25.89	7.47	11.05	-1.56	-17.00	14.38	229.31	-7.31	-156.81	-24.63	3.65	19.99	-1.25	3.82	-8.94	-0.1130	0.4268	-0.8889	0.1218	3	0	0	3
-0.44	9.29	2.26	-5.88	-4.69	22.06	256.00	-20.00	170.81	2.64	10.31	11.70	-3.35	-1.46	-9.09	0.2198	0.6243	-0.7445	0.0876	3	0	0	3
0.94	0.91	1.31	1.69	6.50	21.75	340.19	-38.06	141.13	6.99	5.76	7.32	-6.04	-4.84	-6.01	0.4595	0.5867	-0.6627	0.0748	3	0	0	3
-6.69	30.09	3.64	6.69	16.00	15.56	354.63	-30.62	109.81	-2.38	34.63	5.62	-4.99	-7.93	-2.86	0.5934	0.3223	-0.7373	0.0188	3	0	0	3
-3.62	3.83	4.52	2.38	16.25	16.00	350.31	-12.13	108.06	-1.46	12.86	7.45	-2.06	-9.11	-2.97	0.5870	0.0870	-0.8015	0.0747	3	0	0	3
-2.85	7.60	8.76	10.19	14.75	16.50	317.31	-20.19	106.69	0.53	16.41	11.41	-3.38	-8.81	-2.64	0.5628	-0.0303	-0.7953	0.2230	3	0	0	3
-3.65	2.51	8.05	6.25	17.00	14.56	341.69	4.13	105.12	-4.02	11.20	9.41	1.06	-9.41	-2.53	0.6078	-0.2187	-0.7613	0.0562	3	0	0	3
-16.60	-5.95	15.16	-3.69	17.69	13.75	17.81	36.00	105.19	-22.37	1.69	17.24	5.99	-7.47	-2.09	0.6099	-0.4176	-0.6643	-0.1110	3	0	0	3
9.90	3.82	-34.73	-11.25	20.19	7.19	337.13	32.50	89.25	4.63	12.09	-34.84	5.26	-8.26	0.10	0.6671	-0.5281	-0.4778	0.2188	3	0	0	3
-12.96	-0.66	-38.99	-8.75	21.06	2.06	80.56	40.94	-42.38	-19.39	-5.65	-44.46	6.43	4.99	5.46	0.4836	-0.5496	-0.0455	-0.6797	1	0	0	3
-6.65	39.22	-14.58	-9.38	-20.75	6.00	170.75	-39.31	-114.44	-1.59	32.31	-17.74	-6.21	6.90	-3.14	-0.1873	-0.4988	0.6764	-0.5085	0	0	0	3
3.04	18.72	-30.52	20.75	8.38	3.25	300.75	-60.69	16.25	11.59	20.06	-35.12	-8.55	-1.34	4.60	-0.7770	-0.3776	0.2491	-0.4377	0	0	0	3
-3.22	14.41	-22.03	17.19	5.06	-14.19	329.31	-15.88	-2.31	-0.42	13.99	-31.97	-2.23	0.39	9.54	-0.9866	-0.0553	-0.0354	-0.1495	1	0	0	3
-1.36	5.00	-11.80	-6.38	2.25	-21.25	351.13	27.50	-24.00	-5.89	1.46	-19.74	4.53	3.54	7.94	-0.9276	0.2932	-0.2156	-0.0851	1	0	0	3
-12.54	25.67	-39.22	-18.56	0.75	-15.06	39.75	30.31	-41.50	-12.20	9.86	-45.51	4.95	5.60	6.33	-0.8344	0.3760	-0.0193	0.4026	1	0	0	3
7.00	-2.73	-37.29	-22.75	3.50	9.50	94.87	62.06	123.75	-1.65	1.08	-34.74	8.66	-3.81	-2.55	-0.3536	0.2392	0.8234	0.3738	1	0	0	3
-26.95	-39.17	-36.21	-9.75	2.56	20.50	34.13	10.00	122.50	-38.85	-30.43	-33.87	-0.37	-8.79	-4.33	-0.6336	-0.4261	0.6345	-0.1199	1	0	0	3
13.99	-17.53	-39.22	-10.19	-4.06	-18.75	15.81	48.13	-49.44	6.60	-22.33	-43.47	7.30	4.97	4.24	-0.7650	0.5613	-0.2465	0.1973	0	0	0	3
-0.98	4.57	-4.13	-18.19	-12.19	6.56	104.44	8.94	-113.12	-1.98	-3.55	2.03	1.02	8.95	-3.86	-0.2756	0.7242	-0.4146	0.4772	0	0	0	3
-39.22	35.96	-39.18	-5.06	-21.19	6.69	131.00	-8.69	-26.37	-37.66	7.03	-47.87	-1.48	4.31	8.68	-0.3196	-0.0592	-0.0296	0.9453	0	0	0	3
-1.01	-3.04	-36.72	-14.69	8.25	-15.88	53.56	-5.06	70.56	-0.17	3.54	-42.46	-0.87	-9.21	3.24	-0.6918	-0.4024	0.5475	0.2442	0	0	0	3
16.85	18.36	-35.51	3.69	18.69	10.00	36.69	6.13	66.75	15.79	27.32	-39.35	-0.09	-8.25	5.30	-0.9580	-0.1517	0.2057	0.1299	0	0	0	3
14.66	2.19	-39.16	-13.88	-6.25	-17.37	332.06	67.81	-146.69	3.79	-1.10	-35.88	9.08	2.02	-3.08	-0.4792	0.7949	-0.3600	-0.0950	0	0	0	3
-39.22	38.65	18.27	-19.25	-12.00	4.88	80.94	-38.13	-102.50	11.87	3.57	-35.90	-6.06	7.52	-1.67	-0.5956	0.0006	-0.5852	0.5503	0	0	0	3
36.06	-19.34	-4.56	-10.38	-5.50	-19.50	100.94	71.19	18.94	26.77	-18.31	-7.54	9.20	-1.82	2.84	-0.5761	0.3112	0.4934	0.5726	0	0	0	3
0.07	-0.38	-0.88	-23.00	2.06	6.50	98.81	71.44	109.75	-9.22	2.55	0.17	9.29	-2.93	-1.05	-0.4552	0.2833	0.6878	0.4894	0	0	0	3
15.84	-7.10	-39.22	3.38	22.69	2.19	313.50	-36.44	20.06	21.67	-4.39	-46.63	-5.82	-2.71	7.40	-0.8589	-0.1396	0.1809	-0.4584	0	0	0	3
12.33	0.62	-39.22	-4.56	5.38	-20.50	286.25	64.25	19.37	15.98	7.07	-43.18	8.83	-1.41	4.01	-0.6277	0.5518	-0.2969	-0.4619	0	0	0	3
-32.27	39.08	-19.88	-22.00	-2.88	1.25	29.69	24.56	-97.00	-36.36	30.23	-18.79	4.08	8.84	-1.08	-0.6123	0.2949	-0.5967	0.4266	0	0	0	3
13.58	-4.45	-39.22	-4.56	-17.25	-15.56	129.88	12.13	-25.94	11.74	-6.59	-47.84	2.06	4.19	8.62	-0.3670	0.2084	0.1293	0.8973	0	0	0	3
8.67	-6.22	-37.11	-18.19	-6.50	-10.25	144.50	76.00	64.19	-0.83	-4.09	-38.14	9.51	-2.13	1.03	-0.2215	0.0052	0.7413	0.6336	0	0	0	3
1.61	-1.88	-18.48	-18.69	2.50	12.50	180.81	45.38	160.38	-5.27	0.10	-12.48	6.98	-2.31	-6.48	0.0803	-0.3407	0.8444	0.4055	1	0	0	3
29.95	-39.19	-39.22	-22.00	-3.19	6.75	154.19	60.56	73.87	21.40	-34.56	-40.56	8.54	-4.62	1.33	-0.4254	-0.2396	0.5490	0.6785	1	0	0	3
4.41	-2.11	-39.22	-17.50	0.69	-12.56	9.75	72.19	53.31	-5.20	-0.54	-41.01	9.33	-2.40	1.78	-0.6628	0.6708	0.3315	0.0297	0	0	0	3
39.22	-30.57	-4.34	-9.19	13.38	15.56	75.75	38.13	164.06	33.16	-28.46	3.07	6.05	-2.11	-7.41	-0.4328	0.7538	0.4387	0.2281	0	0	0	3
2.42	0.00	15.08	-4.19	-15.50	-18.00	121.81	-52.63	-6.00	9.77	-4.35	2.17	-8.03	0.17	5.61	-0.4026	-0.2189	-0.4128	0.7871	0	0	0	3
-10.74	14.55	-26.65	11.50	-9.69	-17.19	69.75	-43.81	-29.31	11.13	2.08	-22.35	-6.78	3.46	6.16	-0.7210	-0.3056	-0.3121	0.5379	0	0	0	3
15.01	-0.82	-21.07	14.38	9.38	-16.37	88.06	-44.31	48.13	14.29	5.24	-20.12	-6.85	-5.22	4.68	-0.6296	-0.5173	-0.0018	0.5796	0	0	0	3
2.18	-0.98	-9.95	9.38	16.56	-13.75	56.50	-46.13	47.75	9.26	4.04	-14.51	-7.07	-5.02	4.56	-0.7802	-0.5146	0.0457	0.3527	1	0	0	3
-6.25	-0.05	-13.46	11.19	11.88	-19.19	65.12	-41.94	36.38	7.26	4.60	-20.97	-6.43	-4.39	5.95	-0.7349	-0.4349	0.0085	0.5204	1	0	0	3
4.26	-3.39	-10.84	9.06	11.88	-18.00	88.81	-30.62	34.50	9.26	1.37	-17.79	-5.00	-4.77	6.95	-0.6497	-0.3631	-0.0102	0.6678	0	0	0	3
-0.42	-7.61	-10.75	1.37	6.88	-21.50	93.06	-16.56	15.31	2.41	-5.48	-18.10	-2.66	-2.26	9.15	-0.6832	-0.1550	-0.0245	0.7131	0	0	0	3
-5.41	-10.79	-2.05	-2.75	-1.37	-22.19	88.69	-4.75	-21.69	-4.59	-14.40	-11.13	-0.81	3.61	9.07	-0.6869	0.1425	-0.2113	0.6806	0	0	0	3
-0.77	-10.19	1.60	-1.50	-17.69	-14.19	96.69	-16.31	-53.19	2.19	-17.39	-4.06	-2.75	7.53	5.63	-0.6007	0.2268	-0.4229	0.6393	0	0	0	3
-0.07	-3.71	2.22	-0.69	-19.87	-11.00	75.37	-9.25	-61.81	1.50	-12.24	-2.33	-1.58	8.53	4.56	-0.6841	0.2361	-0.4649	0.5100	0	0	0	3
-3.30	-12.97	2.28	-3.56	-20.56	-11.38	69.19	-0.75	-65.44	-3.58	-22.69	-1.76	-0.13	8.92	4.07	-0.6977	0.3297	-0.4285	0.4701	0	0	0	3
-2.98	-2.91	6.65	-10.06	-18.75	-8.69	69.12	20.12	-61.00	-6.36	-10.96	2.18	3.37	8.05	4.46	-0.6898	0.4535	-0.2477	0.5071	0	0	0	3
-1.03	-1.40	6.16	-14.00	-17.25	-8.50	95.25	25.56	-57.19	-5.24	-8.70	1.12	4.29	7.39	4.80	-0.5571	0.4973	-0.0785	0.6604	0	0	0	3
-6.47	-9.30	4.62	-15.50	-16.56	-6.50	105.56	42.69	-53.44	-12.76	-14.17	0.22	6.65	5.78	4.28	-0.5107	0.5231	0.1415	0.6675	1	0	0	3
-5.07	-8.79	5.39	-22.25	-10.88	-2.50	103.94	57.19	-49.31	-13.31	-12.82	1.92	8.24	4.02	3.46	-0.5172	0.4990	0.2669	0.6422	1	0	0	3
-4.31	-4.96	3.48	-22.69	-5.50	-3.38	90.62	64.00	-7.94	-13.73	-6.29	-1.87	8.81	0.59	4.25	-0.5994	0.3851	0.3635	0.6003	2	0	0	3
-5.21	-8.33	0.16	-22.69	-0.06	-5.69	96.00	60.81	9.13	-14.04	-8.24	-4.93	8.56	-0.76	4.71	-0.5711	0.2966	0.4082	0.6475	2	0	0	3
-6.46	-10.57	-2.94	-23.00	0.25	-6.50	94.06	55.38	18.62	-13.63	-7.27	-6.21	8.07	-1.78	5.27	-0.6117	0.2433	0.4128	0.6295	2	0	0	3
-3.34	-6.02	-8.02	-20.50	2.06	-12.69	93.81	42.69	14.00	-9.99	-4.27	-15.01	6.65	-1.74	6.99	-0.6236	0.1725	0.3319	0.6864	1	0	0	3
-6.08	-13.52	-8.39	-19.37	-1.06	-12.19	99.37	40.00	-1.19	-14.26	-15.07	-16.06	6.26	0.16	7.54	-0.6179	0.2114	0.2491	0.7151	1	0	0	3
-7.48	-7.09	-6.08	-19.06	3.19	-14.56	93.81	37.56	21.00	-13.47	-4.30	-13.33	5.98	-2.78	7.25	-0.6451	0.0997	0.3563	0.6686	1	0	0	3
-6.09	-1.45	-3.15	-18.00	8.88	-11.50	77.94	37.00	44.56	-12.23	4.02	-8.59	5.90	-5.64	5.42	-0.6931	0.0646	0.4820	0.5321	1	0	0	3
-9.12	-3.24	-3.78	-19.06	13.00	-6.38	67.31	41.19	58.88	-15.98	3.38	-5.78	6.46	-6.31	3.80	-0.6928	0.1258	0.5481	0.4514	2	0	0	3
-5.46	-0.46	3.73	-18.25	13.25	0.50	61.94	48.81	79.62	-13.38	7.62	1.11	7.38	-6.34	1.16	-0.6379	0.2214	0.6349	0.3756	2	0	0	3
-6.96	-2.12	7.92	-18.69	13.38	5.19	40.00	47.13	82.56	-12.56	5.94	4.51	7.18	-6.61	0.86	-0.7168	0.3136	0.5775	0.2333	2	0	0	3
-9.15	0.44	2.42	-15.00	17.37	-1.37	35.88	41.25	64.25	-15.33	6.82	-0.39	6.48	-6.64	3.16	-0.7614	0.2373	0.5338	0.2813	2	0	0	3
-5.28	-5.98	3.63	-16.06	15.50	-1.00	48.88	43.50	68.19	-12.36	0.47	2.52	6.75	-6.60	2.63	-0.7308	0.2156	0.5599	0.3255	2	0	0	3
-9.04	3.04	0.93	-17.19	16.25	-0.56	43.31	36.44	66.25	-14.87	10.26	-2.23	5.82	-7.24	3.13	-0.7498	0.1689	0.5628	0.3043	2	0	0	3
-9.22	-1.19	3.07	-17.87	16.56	-0.19	46.31	43.69	70.56	-15.63	5.21	3.71	6.77	-6.68	2.35	-0.7238	0.2391	0.5685	0.3094	2	0	0	3
-7.16	-3.27	3.35	-18.56	14.75	1.75	55.88	52.56	83.19	-14.78	2.36	3.69	7.79	-5.91	0.70	-0.6374	0.2901	0.6249	0.3452	2	0	0	3
-6.98	-1.22	3.99	-17.87	12.25	5.19	57.50	53.75	84.31	-14.89	4.54	3.42	7.90	-5.77	0.65	-0.6442	0.2863	0.6140	0.3550	2	0	0	3
-11.33	-2.12	2.92	-19.00	12.69	1.75	61.63	52.69	77.00	-18.56	3.06	2.18	7.80	-5.78	1.32	-0.6425	0.2502	0.6093	0.3916	2	0	0	3
-7.21	-3.46	3.61	-19.25	11.19	2.50	72.19	58.38	78.50	-15.56	1.57	2.59	8.39	-4.96	1.01	-0.5914	0.2606	0.6151	0.4515	2	0	0	3
-3.15	-3.63	0.17	-21.06	8.00	3.69	88.69	65.19	83.25	-12.05	0.44	-0.31	8.93	-4.01	0.40	-0.4985	0.2472	0.6525	0.5145	2	0	0	3
-5.87	-4.78	7.83	-21.50	5.00	6.00	89.75	73.12	89.81	-14.59	-2.41	9.64	9.41	-2.74	0.10	-0.5300	0.3736	0.5858	0.4861	2	0	0	3
-8.81	-12.14	2.36	-22.19	2.50	2.88	72.19	77.87	33.31	-18.40	-11.01	0.65	9.58	-1.12	1.71	-0.6315	0.4541	0.4443	0.4445	2	0	0	3
-7.67	-4.67	6.78	-20.75	5.75	-0.19	66.00	64.50	44.75	-16.11	-1.14	-0.28	8.76	-3.00	3.21	-0.7000	0.3455	0.4427	0.4413	3	0	0	3
-8.23	-4.90	0.07	-21.50	9.38	-6.00	61.31	53.56	29.06	-16.31	-2.58	-4.02	7.94	-2.75	5.03	-0.7413	0.3259	0.3754	0.4510	3	0	0	3
-5.78	-1.94	5.31	-21.87	7.56	-4.88	61.88	63.94	38.06	-13.85	1.35	0.00	8.81	-2.65	3.38	-0.7006	0.3885	0.4318	0.4144	3	0	0	3
-8.52	0.34	5.54	-21.50	9.38	-1.00	56.44	61.06	55.25	-17.22	3.95	2.84	8.58	-3.89	2.69	-0.7015	0.3588	0.4858	0.3785	3	0	0	3
-8.76	-5.40	2.52	-22.19	10.88	-0.19	64.44	63.75	69.06	-17.56	-1.35	0.97	8.79	-4.04	1.54	-0.6289	0.3642	0.5562	0.4031	3	0	0	3
-4.26	-4.09	6.06	-21.06	9.00	5.25	62.88	67.06	93.31	-13.59	-0.75	7.14	9.03	-3.81	-0.22	-0.5998	0.4202	0.5787	0.3589	3	0	0	3
-7.89	-3.20	5.36	-19.69	9.00	6.00	57.81	62.00	82.25	-16.55	1.35	4.75	8.62	-4.60	0.69	-0.6440	0.3618	0.5716	0.3574	3	0	0	3
-10.61	-4.53	2.21	-19.00	11.19	2.88	64.19	61.00	81.87	-19.19	0.16	1.54	8.61	-4.63	0.61	-0.6050	0.3381	0.6025	0.3958	3	0	0	3
-5.27	-3.85	1.75	-20.06	9.00	6.00	72.50	61.38	92.44	-13.98	0.52	4.23	8.57	-4.74	-0.27	-0.5603	0.2933	0.6581	0.4087	3	0	0	3
-9.41	-4.19	3.67	-19.69	10.50	7.19	72.62	56.44	97.37	-17.59	1.16	4.37	8.17	-5.36	-0.69	-0.5574	0.2426	0.6794	0.4108	3	0	0	3
-10.39	-4.17	2.71	-20.06	11.19	6.38	75.44	58.13	96.75	-18.72	0.96	3.32	8.38	-5.04	-0.69	-0.5222	0.2619	0.6895	0.4281	3	0	0	3
-5.69	-4.63	2.07	-19.69	8.25	9.06	84.94	56.56	115.00	-13.88	0.25	4.36	8.14	-4.91	-2.38	-0.4463	0.2180	0.7648	0.4104	3	0	0	3
-9.40	-7.74	4.50	-16.37	8.00	12.69	84.06	48.63	126.75	-16.29	-0.99	8.12	7.32	-5.19	-3.94	-0.4022	0.1772	0.8218	0.3625	3	0	0	3
-9.32	-5.98	3.50	-16.37	7.19	13.50	92.56	48.69	135.00	-16.04	-3.22	8.30	7.37	-4.57	-4.57	-0.3423	0.1832	0.8419	0.3748	2	0	0	3
