Orientation Sensor Raw Data Test

Current Temperature: 31 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
accelerometer_x	accelerometer_y	accelerometer_z	magnetometer_x	magnetometer_y	magnetometer_z	euler_x	euler_y	euler_z	linearAcceleration_x	linearAcceleration_y	linearAcceleration_z	gravity_x	gravity_y	gravity_z	quaternion_w	quaternion_y	quaternion_x	quaternion_z	calibration_system	calibration_gyro	calibration_accel	calibration_mag
-0.42	-8.26	-12.99	12.88	-0.56	-17.00	201.44	-10.44	127.56	1.35	-0.62	-7.11	-1.78	-7.63	-5.88	-0.0801	0.8417	0.3397	-0.4120	3	0	0	3
-1.34	-6.86	-13.22	12.19	8.06	-16.19	30.19	-4.13	139.56	-0.63	-0.53	-5.77	-0.71	-6.33	-7.45	-0.0331	0.9152	0.2291	-0.3298	3	0	0	3
-1.36	-5.85	-11.51	7.38	13.19	-16.06	24.94	-19.31	146.06	1.74	-0.89	-3.81	-3.44	-5.15	-7.59	0.1531	0.9109	0.2078	-0.3220	3	0	0	3
-2.53	-1.03	-8.21	2.75	11.38	-18.69	102.25	-46.25	137.25	4.55	3.56	-3.23	-7.09	-4.59	-4.97	0.3397	0.7997	0.2863	-0.4039	3	0	0	3
-3.23	0.68	-4.20	-1.56	6.69	-22.50	99.69	-62.38	124.81	5.45	4.41	-1.61	-8.68	-3.73	-2.59	0.3900	0.7005	0.3735	-0.4667	3	0	0	3
-5.09	-1.36	-6.79	-1.56	2.38	-23.37	104.87	-65.56	136.50	3.74	0.60	-3.98	-8.93	-2.78	-2.93	0.3543	0.6510	0.4821	-0.4671	3	0	0	3
-4.52	-3.50	-8.15	2.75	-0.19	-23.37	110.00	-63.63	161.00	4.26	-2.09	-4.04	-8.79	-1.41	-4.11	0.2880	0.5632	0.6413	-0.4343	3	0	0	3
-6.73	0.69	-12.88	7.38	-10.69	-18.19	141.44	-56.31	166.56	1.28	1.68	-7.58	-8.16	-1.37	-5.24	0.1211	0.3815	0.7809	-0.4795	3	0	0	3
-1.30	2.62	-4.85	6.00	-18.00	-11.88	190.88	-52.44	117.12	6.47	7.94	-2.12	-7.77	-5.31	-2.72	-0.1124	0.4292	0.6588	-0.6076	3	0	0	3
2.54	-2.19	-7.98	18.56	-8.50	-10.69	231.81	-10.25	104.56	4.24	6.93	-5.90	-1.48	-9.35	-2.53	-0.2856	0.6797	0.4292	-0.5217	3	0	0	3
4.03	-8.54	-10.45	17.56	1.00	-12.69	243.00	8.31	121.12	2.61	-0.24	-5.43	1.41	-8.30	-5.02	-0.2469	0.8240	0.3142	-0.4016	3	0	0	3
1.52	-4.99	-9.61	15.25	9.00	-14.25	35.69	7.38	135.69	0.25	1.79	-2.65	1.26	-6.71	-7.03	-0.1710	0.8893	0.2729	-0.3245	3	0	0	3
0.09	-1.53	-9.28	13.88	11.50	-15.50	31.25	5.00	143.13	-1.20	3.29	-1.62	0.83	-5.81	-7.85	-0.1227	0.9160	0.2556	-0.2841	3	0	0	3
0.15	-8.06	-13.95	12.06	12.56	-14.25	37.13	-8.00	149.31	1.42	-3.76	-6.35	-1.37	-4.95	-8.35	0.0098	0.9015	0.3156	-0.2961	3	0	0	3
2.01	-3.98	-9.14	8.50	9.00	-19.06	130.88	-39.31	140.31	8.23	0.85	-3.30	-6.21	-4.84	-5.83	0.2139	0.7614	0.4378	-0.4277	3	0	0	3
-2.47	-3.91	-6.09	5.88	-2.69	-21.37	132.63	-57.50	126.62	5.80	0.30	-2.94	-8.33	-4.20	-3.00	0.2386	0.6115	0.5201	-0.5466	3	0	0	3
-4.63	-3.95	-4.36	2.69	-7.06	-21.06	142.06	-63.25	127.25	3.82	-0.45	-2.04	-8.76	-3.50	-2.66	0.1746	0.5030	0.6229	-0.5731	3	0	0	3
-4.38	-5.13	-8.58	5.88	-13.25	-15.50	158.13	-60.81	138.56	4.17	-1.97	-4.99	-8.56	-3.15	-3.58	0.0901	0.4097	0.7226	-0.5495	3	0	0	3
-2.68	2.96	-8.21	7.00	-15.38	-13.06	177.69	-49.75	143.56	4.86	6.93	-3.18	-7.48	-3.75	-5.09	-0.0176	0.4305	0.7670	-0.4755	3	0	0	3
0.72	-2.37	-9.95	18.19	-10.25	-8.06	221.88	-20.37	133.50	4.14	4.29	-3.61	-3.22	-6.68	-6.40	-0.1553	0.6392	0.6526	-0.3760	3	0	0	3
1.56	-5.57	-15.45	20.75	-0.19	-11.25	73.19	-11.50	145.31	3.77	0.28	-7.35	-1.96	-5.46	-7.90	-0.0594	0.7779	0.5555	-0.2877	3	0	0	3
4.94	-2.56	-11.70	17.19	7.38	-14.25	52.81	-12.44	155.00	7.05	1.47	-3.02	-2.05	-4.07	-8.68	0.0072	0.8895	0.3892	-0.2393	3	0	0	3
2.32	-5.69	-7.61	11.25	13.06	-15.06	44.31	-17.50	159.94	4.71	-1.91	0.53	-2.95	-3.19	-8.78	0.0954	0.8871	0.4009	-0.2080	3	0	0	3
2.02	1.57	-8.70	16.00	6.56	-15.50	73.56	-28.37	170.00	6.68	3.06	-0.21	-4.66	-1.49	-8.49	0.1592	0.7465	0.6132	-0.2031	3	0	0	3
2.13	1.91	-10.16	17.75	-0.25	-14.25	96.94	-24.31	179.06	6.18	2.05	-1.22	-4.04	-0.14	-8.93	0.1229	0.6301	0.7501	-0.1585	3	0	0	3
0.29	-0.43	-9.85	18.56	-6.25	-12.69	114.25	-18.56	179.81	3.41	-0.40	-0.55	-3.12	-0.02	-9.29	0.0822	0.5112	0.8435	-0.1430	3	0	0	3
0.70	-1.72	-10.48	14.56	-13.56	-10.69	133.50	-20.81	177.44	3.91	-1.30	-1.48	-3.48	-0.40	-9.15	0.0397	0.3621	0.9128	-0.1847	3	0	0	3
-0.49	-0.42	-10.74	11.00	-19.06	-8.00	153.06	-25.50	178.56	3.41	-0.20	-1.97	-4.24	-0.18	-8.84	0.0417	0.2122	0.9500	-0.2253	3	0	0	3
-6.40	-0.60	-9.33	6.69	-20.56	-8.00	152.75	-31.69	172.38	-1.25	0.49	-1.06	-5.22	-1.20	-8.21	-0.0112	0.2298	0.9239	-0.3058	3	0	0	3
-4.99	2.20	-12.10	8.50	-19.87	-8.00	196.44	-45.56	146.06	2.01	6.03	-6.41	-7.00	-3.82	-5.69	-0.0734	0.3401	0.8016	-0.4861	3	0	0	3
3.43	1.13	-8.12	13.50	-14.75	-12.69	207.06	-25.75	106.12	6.91	9.47	-5.58	-3.84	-8.71	-2.32	-0.1648	0.6698	0.3992	-0.6041	3	0	0	3
0.89	-3.19	-11.16	10.38	0.50	-20.50	210.38	5.50	105.62	-0.05	6.20	-8.53	0.94	-9.39	-2.63	-0.1487	0.7986	0.0930	-0.5756	3	0	0	3
1.76	-4.04	-13.37	5.19	4.38	-22.06	199.63	11.31	117.50	-0.16	4.48	-8.93	1.93	-8.44	-4.60	-0.0682	0.8620	-0.0803	-0.4958	3	0	0	3
-1.96	-4.86	-10.60	-8.56	8.38	-19.75	171.56	7.63	130.56	-3.46	2.95	-3.31	1.31	-7.38	-6.32	0.0567	0.8775	-0.2455	-0.4080	3	0	0	3
-1.25	-5.25	-7.68	-14.00	7.00	-16.19	318.00	-2.56	136.19	-0.80	1.51	-0.60	-0.44	-6.77	-7.07	0.1732	0.8676	-0.3359	-0.3232	3	0	0	3
-2.12	-8.33	-6.32	-14.00	12.38	-12.56	332.56	-16.69	139.94	0.71	-1.86	1.02	-2.82	-6.03	-7.19	0.2372	0.9045	-0.1932	-0.2969	3	0	0	3
-7.72	-4.55	-10.24	-11.50	12.00	-17.00	132.81	-13.50	118.25	-5.53	4.08	-6.37	-2.28	-8.39	-4.51	0.1997	0.8282	-0.1161	-0.5106	3	0	0	3
-8.17	-1.66	-10.33	-11.06	-0.25	-19.75	143.06	-7.31	99.00	-6.92	7.94	-8.81	-1.18	-9.63	-1.40	0.2116	0.7282	-0.1641	-0.6309	3	0	0	3
-3.92	-1.09	-6.48	-15.50	-3.19	-17.75	134.00	-1.50	93.87	-3.65	8.68	-5.81	-0.26	-9.77	-0.67	0.2664	0.6609	-0.3047	-0.6319	3	0	0	3
0.36	-6.10	-3.24	-17.25	-10.75	-11.06	136.94	21.25	97.94	-2.71	3.31	-2.33	3.55	-9.05	-1.27	0.2362	0.5322	-0.5474	-0.6011	3	0	0	3
1.81	-9.16	-1.77	-16.87	-14.06	-6.56	137.44	32.88	111.87	-3.36	-1.37	1.72	5.33	-7.58	-3.19	0.2119	0.4399	-0.6973	-0.5247	3	0	0	3
0.38	-10.49	-5.95	-14.38	-17.25	-4.25	128.44	34.00	124.25	-5.10	-3.77	-1.37	5.48	-6.71	-4.57	0.2338	0.3453	-0.7957	-0.4393	3	0	0	3
-1.08	-4.39	-9.30	-13.19	-18.37	0.06	219.19	19.62	138.75	-4.37	1.69	-2.35	3.29	-6.08	-6.94	0.2443	0.2953	-0.8871	-0.2571	3	0	0	3
-1.36	-3.95	-9.56	-12.75	-19.06	1.25	223.06	3.25	160.63	-2.15	-1.73	-0.40	0.46	-2.97	-9.33	0.1115	0.3783	-0.9170	-0.0595	3	0	0	3
-2.76	-1.37	-9.24	-17.87	-15.19	-5.75	234.63	-4.19	-170.75	-2.04	-2.93	0.41	-0.71	1.56	-9.65	-0.0792	0.4689	-0.8751	0.0904	3	0	0	3
-3.05	0.87	-11.90	-19.75	-9.69	-7.25	236.13	-5.81	-158.38	-2.07	-3.17	-2.50	-0.99	3.58	-9.07	-0.1463	0.4490	-0.8693	0.1458	3	0	0	3
-2.26	-1.63	-7.48	-18.56	-11.19	-8.50	227.19	-9.94	-153.06	-0.56	-6.00	1.12	-1.69	4.37	-8.61	-0.1854	0.3709	-0.8918	0.1807	3	0	0	3
-4.09	0.12	-8.28	-17.19	-11.19	-11.00	225.13	-11.31	-146.56	-2.16	-5.17	-0.26	-1.93	5.29	-8.02	-0.2301	0.3734	-0.8730	0.2134	3	0	0	3
-3.14	1.62	-8.73	-20.06	-8.19	-9.25	235.13	-11.63	-138.88	-1.16	-4.68	-1.49	-1.97	6.31	-7.23	-0.2661	0.4507	-0.8180	0.2386	3	0	0	3
-2.93	0.40	-10.09	-21.19	-4.56	-8.19	247.06	-3.50	-143.00	-2.13	-5.11	-2.09	-0.60	5.88	-7.82	-0.2351	0.5458	-0.7820	0.1878	3	0	0	3
-1.88	0.32	-9.41	-22.56	-2.00	-7.25	260.81	0.81	-155.06	-2.03	-3.80	-0.52	0.14	4.13	-8.89	-0.1505	0.6555	-0.7303	0.1193	3	0	0	3
-5.46	2.34	-13.44	-22.56	2.56	-5.75	280.56	1.69	-170.81	-5.77	0.80	-3.16	0.29	1.56	-9.67	-0.0548	0.7758	-0.6270	0.0455	3	0	0	3
-6.00	0.43	-6.59	-23.00	5.19	-3.25	282.38	-8.75	175.88	-4.56	1.67	3.20	-1.49	-0.69	-9.66	0.1132	0.7673	-0.6310	0.0190	3	0	0	3
-7.54	-3.23	-5.13	-22.25	0.56	0.56	263.06	-17.00	156.19	-4.66	0.54	3.44	-2.87	-3.78	-8.57	0.2704	0.6062	-0.7474	-0.0280	3	0	0	3
-5.92	-2.14	-6.64	-21.56	-7.06	3.75	244.19	-14.38	148.81	-3.49	2.77	1.48	-2.38	-4.88	-8.15	0.2842	0.4768	-0.8314	-0.0232	3	0	0	3
-4.29	-6.08	-7.40	-16.25	-15.06	3.38	227.13	-7.44	155.19	-3.17	-2.02	0.87	-1.27	-4.07	-8.82	0.2084	0.3934	-0.8952	-0.0207	3	0	0	3
-3.99	-3.85	-6.49	-17.19	-15.88	1.00	229.19	-12.81	166.31	-1.81	-1.59	2.79	-2.20	-2.16	-9.30	0.1395	0.4163	-0.8962	0.0643	3	0	0	3
-4.79	-5.36	-9.40	-16.69	-15.75	-0.19	227.19	-17.31	174.31	-1.86	-4.44	-0.09	-2.92	-0.92	-9.31	0.0870	0.3952	-0.9073	0.1138	3	0	0	3
-3.94	-2.77	-8.77	-15.69	-16.19	-1.00	220.25	-18.25	-179.00	-0.84	-3.21	0.57	-3.07	0.16	-9.31	0.0485	0.3171	-0.9332	0.1617	3	0	0	3
-4.44	-2.14	-8.08	-12.00	-18.75	0.19	203.06	-29.25	179.69	0.38	-2.10	0.34	-4.79	-0.04	-8.55	0.0502	0.1697	-0.9465	0.2699	3	0	0	3
-4.16	-3.82	-8.45	-4.00	-21.19	-2.56	178.19	-42.69	174.94	2.49	-3.18	-1.28	-6.65	-0.63	-7.17	0.0175	-0.0555	-0.9252	0.3751	3	0	0	3
-4.47	-2.38	-8.18	2.50	-21.25	-7.25	174.44	-52.31	166.44	3.46	-1.05	-1.99	-7.76	-1.39	-5.82	-0.0295	-0.2103	-0.8599	0.4643	3	0	0	3
-5.85	-2.37	-6.24	2.06	-19.50	-11.00	163.50	-62.00	156.56	2.80	-0.54	-2.02	-8.69	-1.87	-4.13	-0.0851	-0.3185	-0.7759	0.5379	3	0	0	3
-4.80	-2.53	-7.80	5.69	-17.00	-14.88	159.13	-59.94	137.31	3.68	0.78	-4.19	-8.49	-3.32	-3.60	-0.1069	-0.4597	-0.6795	0.5617	3	0	0	3
-4.46	-5.07	-8.99	6.88	-11.56	-18.87	156.88	-53.13	118.62	3.38	0.08	-6.17	-7.84	-5.15	-2.82	-0.1240	-0.5842	-0.5463	0.5873	3	0	0	3
-2.79	-6.41	-5.46	5.69	-8.19	-20.00	149.81	-46.06	115.44	4.31	-0.51	-2.39	-7.06	-6.13	-2.92	-0.1609	-0.6859	-0.4399	0.5570	3	0	0	3
-2.47	-6.43	-5.03	5.00	-0.69	-21.19	140.56	-41.06	121.50	2.43	-2.48	0.28	-6.44	-6.30	-3.86	-0.1585	-0.7513	-0.3758	0.5189	3	0	0	3
-4.27	-4.62	-6.52	3.88	0.75	-21.19	145.25	-35.25	119.69	1.38	2.33	-2.55	-5.66	-6.95	-3.97	-0.0143	-0.0001	-0.0001	-0.0001	3	0	0	3
