Orientation Sensor Raw Data Test

Current Temperature: 27 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
accelerometer_x	accelerometer_y	accelerometer_z	magnetometer_x	magnetometer_y	magnetometer_z	euler_x	euler_y	euler_z	linearAcceleration_x	linearAcceleration_y	linearAcceleration_z	gravity_x	gravity_y	gravity_z	quaternion_w	quaternion_y	quaternion_x	quaternion_z	calibration_system	calibration_gyro	calibration_accel	calibration_mag
-1.97	-5.30	1.80	16.37	-8.50	-13.38	109.12	-63.81	-21.19	6.82	-6.86	-2.23	-8.80	1.56	4.03	0.4351	0.2277	0.5043	-0.7103	0	0	0	3
-22.43	-14.49	16.49	15.06	-15.00	-5.25	58.25	-15.38	-95.81	-14.47	-21.02	8.81	-2.60	9.40	-0.96	0.5912	-0.2438	0.7078	-0.3001	0	0	0	3
0.68	-24.63	7.72	-7.50	-21.87	-1.75	45.38	12.69	-87.06	-5.62	-34.62	7.06	2.73	9.38	0.78	0.7285	-0.4215	0.4990	-0.2064	0	0	0	3
-1.65	-6.18	2.48	-20.50	-6.69	-10.25	357.50	57.81	-38.38	-9.35	-8.15	-2.38	8.30	3.24	4.09	0.8439	-0.5020	0.1884	0.0167	0	0	0	3
-22.84	-38.29	2.75	-19.69	-0.56	-11.38	351.31	59.00	-26.00	-31.25	-40.51	-1.78	8.40	2.21	4.53	0.8443	-0.4891	0.1730	0.1343	0	0	0	3
-4.17	0.02	-6.78	-20.37	1.56	-11.75	319.56	67.00	-42.44	-11.07	-1.53	-12.96	9.03	2.58	2.81	0.7203	-0.4707	0.4107	0.3016	0	0	0	3
-1.12	8.75	-18.23	-21.87	-7.75	-6.00	273.00	67.44	-100.81	-10.18	5.06	-17.53	9.05	3.69	-0.70	0.4526	-0.2489	0.6988	0.4949	0	0	0	3
-4.61	7.36	-3.54	-19.69	-13.19	-1.75	270.50	57.56	-109.31	-14.56	4.60	-2.02	8.27	4.96	-1.74	0.4804	-0.2299	0.7263	0.4346	0	0	0	3
-0.85	0.41	1.34	-22.19	-4.88	-2.06	309.81	73.00	-115.31	-10.23	-2.16	2.56	9.38	2.58	-1.22	0.6005	-0.6124	0.4472	0.2537	0	0	0	3
-4.30	2.48	8.03	-23.25	2.00	1.50	318.50	69.81	-170.81	-12.56	1.05	12.40	9.15	0.39	-3.50	0.5121	-0.7715	0.3169	0.2053	0	0	0	3
-4.14	2.89	8.31	-19.25	6.69	8.06	286.25	48.88	158.06	-11.53	5.29	14.29	7.23	-2.55	-6.10	0.3196	-0.8604	0.2876	0.2737	0	0	0	3
-4.77	6.11	5.89	-15.38	11.75	10.75	263.19	45.44	149.50	-13.30	11.00	12.49	6.99	-3.48	-5.92	0.3179	-0.8087	0.3528	0.3471	0	0	0	3
-18.81	28.22	10.38	-19.69	10.00	6.50	265.25	57.38	152.06	-27.07	30.70	15.05	8.26	-2.47	-4.66	0.3476	-0.7285	0.4597	0.3705	1	0	0	3
-0.01	0.48	-2.53	-22.87	0.56	8.50	263.81	42.00	-168.56	-6.55	-0.93	4.82	6.56	1.43	-7.13	0.2743	-0.6028	0.7227	0.1978	2	0	0	3
-13.58	21.43	0.91	-16.37	-3.38	17.50	233.81	19.56	176.50	-17.36	21.06	12.65	3.28	-0.55	-9.22	0.0090	-0.4265	0.8884	0.1695	1	0	0	3
-1.96	6.00	-0.36	-10.19	5.69	19.37	232.25	9.00	153.56	-3.51	10.31	8.31	1.49	-4.45	-8.61	-0.1940	-0.4109	0.8737	0.1741	1	0	0	3
-3.97	5.63	1.26	-8.75	9.00	18.75	206.88	11.19	147.13	-5.55	10.23	9.04	1.90	-5.22	-8.08	-0.2495	-0.2031	0.9332	0.1600	0	0	0	3
-3.95	4.29	4.66	-5.50	7.75	20.69	197.56	4.44	148.56	-4.50	9.19	13.12	0.75	-5.09	-8.34	-0.2610	-0.1508	0.9515	0.0614	0	0	0	3
-3.20	6.55	5.79	2.06	5.56	22.56	196.94	-16.19	157.31	0.14	7.56	15.15	-2.73	-3.62	-8.68	-0.1984	-0.1196	0.9648	-0.1243	0	0	0	3
-6.45	4.54	10.45	8.56	2.38	21.75	168.44	-18.31	158.63	-3.37	7.92	19.12	-3.08	-3.38	-8.67	-0.1543	0.1464	0.9593	-0.1858	2	0	0	3
-1.51	-1.14	0.65	6.75	2.38	22.25	134.63	-0.31	169.00	-1.45	0.71	10.28	0.07	-1.67	-9.66	-0.0646	0.4255	0.9025	-0.0173	2	0	0	3
-39.21	-39.22	12.78	1.37	-3.50	21.50	140.13	15.38	178.81	-41.82	-39.03	22.23	2.56	-0.32	-9.45	-0.0588	0.3138	0.9457	0.0602	1	0	0	3
14.12	3.99	18.42	5.38	6.69	21.87	180.44	-2.38	154.00	14.52	8.28	27.23	-0.40	-4.28	-8.81	-0.2125	0.0066	0.9767	0.0303	0	0	0	3
0.55	5.18	5.58	-12.69	4.88	19.19	122.87	53.63	139.00	-7.34	8.99	9.97	7.89	-3.81	-4.38	-0.2554	0.0364	0.8117	0.5239	0	0	0	3
-39.22	5.93	0.40	-22.50	2.00	-4.00	149.19	74.56	57.94	-48.68	8.14	-0.97	9.53	-2.05	1.02	-0.1553	0.0162	0.6683	0.7273	0	0	0	3
8.80	-5.36	-33.86	-21.00	6.69	-0.88	119.00	38.06	122.94	1.62	2.58	-26.33	5.61	-6.49	-4.74	-0.2379	-0.2761	0.8685	0.3360	0	0	0	3
6.62	-10.64	-0.15	-10.06	7.00	18.00	212.63	17.87	145.75	3.60	-5.39	7.56	3.01	-5.25	-7.71	-0.2661	-0.2769	0.8906	0.2438	0	0	0	3
10.27	-35.46	-39.22	16.25	14.19	8.75	353.38	8.56	-5.63	9.12	-22.84	-48.17	3.72	1.47	8.94	-0.8953	0.3770	-0.1479	-0.1857	0	0	0	3
2.94	-12.24	8.01	-17.75	15.06	-0.19	223.31	37.19	99.19	-2.99	-4.53	9.26	5.93	-7.70	-1.25	-0.2161	0.6851	-0.2221	-0.6593	0	0	0	3
-2.65	17.01	-38.20	-21.00	2.06	-11.00	349.13	-34.25	-58.75	-0.02	17.84	-43.42	-5.52	6.92	4.19	-0.7937	-0.5908	0.0015	0.1448	0	0	0	3
-1.17	-2.70	-12.90	7.75	21.56	-4.38	352.19	-37.31	65.44	26.40	0.30	-40.17	-6.17	-6.68	3.64	-0.8479	-0.2902	0.4188	-0.1465	0	0	0	3
6.63	-1.06	-15.33	7.75	20.06	-9.88	293.44	8.63	57.38	5.15	7.09	-20.55	1.47	-8.16	5.22	-0.6682	0.4167	0.3239	-0.5244	0	0	0	3
39.22	-28.18	-2.05	0.50	22.56	-1.75	273.06	-11.25	73.81	41.14	-18.95	-4.72	-1.92	-9.23	2.67	-0.4883	0.1518	0.5585	-0.6531	0	0	0	3
2.10	-8.05	-34.30	21.00	-7.38	-6.75	161.13	-11.88	-46.31	4.95	-16.10	-41.79	-2.01	6.94	6.62	0.2306	-0.3506	0.0504	-0.9063	0	0	0	3
-7.12	-25.68	-39.22	-14.00	-1.19	-18.06	131.25	30.12	53.69	-15.38	-21.76	-43.32	4.69	-7.57	4.09	0.3446	0.4161	-0.5103	-0.6691	0	0	0	3
5.61	4.17	-16.29	-14.25	18.69	1.69	108.06	48.25	107.12	-0.59	9.45	-17.44	7.54	-5.99	-1.83	0.4012	-0.0452	-0.7554	-0.5160	0	0	0	3
-0.10	1.43	-15.51	-22.87	2.75	1.25	101.00	76.69	-23.56	-9.64	0.53	-17.58	9.54	0.90	2.06	0.5048	-0.5020	-0.3548	-0.6061	0	0	0	3
-7.68	3.20	5.15	-19.69	-12.75	-2.56	111.06	29.81	-63.63	-12.56	-4.41	1.38	4.88	7.62	3.77	0.4529	-0.4966	0.0778	-0.7364	0	0	0	3
5.74	-6.24	-39.22	-3.06	-14.69	-18.00	142.19	30.44	-23.19	0.79	-7.80	-46.99	4.97	3.33	7.76	0.3230	-0.2501	-0.3501	-0.8430	0	0	0	3
-4.07	-6.20	-17.55	-24.06	1.00	1.69	99.44	33.25	131.63	-9.46	-0.07	-12.11	5.38	-6.12	-5.44	0.2789	0.2584	-0.8888	-0.2559	0	0	0	3
-39.22	7.29	-39.22	-6.69	11.00	17.69	10.88	5.69	50.56	-34.39	43.10	-45.41	0.97	-7.54	6.19	0.9491	-0.1744	-0.2621	-0.0081	0	0	0	3
1.22	1.26	-11.90	-22.06	2.88	-7.56	28.62	64.87	-111.19	-7.65	-2.60	-10.39	8.88	3.87	-1.50	0.5562	-0.7897	0.1815	-0.1843	0	0	0	3
-38.13	39.22	-0.25	-10.69	-14.00	12.88	93.00	29.87	-125.31	-30.77	32.28	-12.91	4.89	6.93	-4.91	0.3089	-0.7843	0.0339	-0.5369	0	0	0	3
1.44	-5.24	-39.22	-7.00	-17.69	-12.69	137.88	59.63	49.31	-7.02	-1.49	-42.45	8.19	-4.89	2.23	0.2493	0.3040	-0.6653	-0.6346	0	0	0	3
-39.22	-39.22	-39.21	-10.19	17.37	12.06	73.12	19.94	99.44	-42.57	-30.13	-37.69	3.35	-9.09	-1.52	0.7827	0.0672	-0.5425	-0.2975	0	0	0	3
5.44	-4.04	-38.01	-17.75	4.69	-11.50	315.44	67.75	59.19	-3.63	-0.85	-39.90	9.07	-3.18	1.89	0.6041	-0.7328	0.0093	0.3130	0	0	0	3
2.59	-1.40	-11.79	-10.56	16.87	10.56	204.00	8.63	131.31	0.95	6.10	-4.14	1.47	-7.27	-6.40	0.0353	-0.9097	-0.0095	0.4137	0	0	0	3
38.77	10.17	37.80	-3.69	19.37	11.38	272.69	54.44	111.62	31.04	22.94	34.78	7.98	-5.29	-2.10	0.6821	-0.6163	0.2504	0.3036	0	0	0	3
3.07	3.95	-8.27	6.06	-17.00	-13.50	105.50	-39.50	-27.56	9.31	0.44	-14.98	-6.40	2.74	6.89	0.4399	0.1049	0.3430	-0.8232	0	0	0	3
10.80	-4.93	-39.22	10.56	-1.19	-19.87	136.38	5.81	-22.62	5.56	-7.27	-48.01	1.92	3.77	8.84	0.5476	-0.2275	-0.1335	-0.7941	0	0	0	3
-14.42	-13.46	-12.33	-16.37	13.38	-8.75	21.50	11.94	75.50	-16.45	-4.17	-14.72	2.02	-9.28	2.39	0.7598	0.0184	-0.6498	-0.0105	0	0	0	3
-39.22	-39.11	-2.86	5.56	23.00	0.75	325.94	-13.75	89.69	-36.88	-29.58	-2.91	-2.34	-9.52	0.04	0.7064	-0.1498	-0.6703	0.1708	0	0	0	3
15.18	-7.69	-39.22	4.06	1.37	-20.75	279.69	58.13	-25.25	3.41	-10.61	-43.90	8.33	2.20	4.67	0.5671	-0.4500	0.4915	0.4840	0	0	0	3
2.30	-0.44	-5.81	-15.25	-0.06	16.75	276.13	26.81	-178.00	-2.12	-0.73	2.92	4.42	0.29	-8.74	0.1448	-0.7371	0.6520	0.1025	0	0	0	3
-1.55	31.67	-38.60	-5.88	3.06	21.37	289.69	16.25	170.63	-4.30	33.19	-29.31	4.03	-1.02	-8.87	0.4532	-0.8581	0.2040	0.1291	0	0	0	3
2.27	-5.03	-39.22	-10.06	-0.06	-20.37	119.19	14.44	24.62	2.62	-1.83	-47.71	2.45	-3.95	8.63	0.3978	0.2187	-0.3141	-0.8339	0	0	0	3
5.31	-0.06	-28.27	-18.37	14.25	-3.75	145.50	54.50	117.50	-3.01	4.45	-18.81	7.92	-4.79	-3.22	0.1433	0.1821	-0.8350	-0.4991	0	0	0	3
2.75	-6.48	-2.74	-17.87	9.56	10.25	123.44	46.13	122.75	-4.31	-0.77	0.93	7.07	-5.71	-3.67	0.3547	0.1801	-0.7807	-0.4819	0	0	0	3
20.44	2.09	-39.22	5.88	23.00	-0.88	38.38	-19.44	53.94	25.33	6.97	-46.23	-2.72	-6.29	7.01	0.9410	0.0942	-0.1080	-0.3065	0	0	0	3
8.23	4.63	10.52	-21.56	-7.38	-3.75	2.63	66.37	-76.25	0.76	1.79	19.40	8.98	3.81	0.92	0.7400	-0.6024	0.2946	-0.0525	0	0	0	3
-0.87	1.69	11.21	-9.56	-20.69	-4.00	43.56	4.81	-81.06	-1.65	-8.04	9.08	0.83	9.65	1.51	0.7026	-0.2471	0.5975	-0.2969	0	0	0	3
-39.22	39.22	-1.19	6.56	-22.87	-4.38	25.75	2.31	-69.12	-32.07	30.06	-19.29	0.40	9.15	3.48	0.8829	-0.2001	0.4011	-0.1394	0	0	0	3
4.60	2.51	-19.40	-14.00	15.38	-10.00	76.06	55.13	88.50	-3.44	8.11	-19.55	8.04	-5.59	0.14	0.5051	-0.2919	-0.7024	-0.4078	0	0	0	3
3.71	-3.17	-1.32	-17.37	5.69	13.00	131.13	37.25	162.56	3.13	-8.63	11.31	5.93	-2.33	-7.44	0.3015	-0.3846	-0.8528	-0.1842	0	0	0	3
36.34	-14.87	-39.22	20.00	13.56	-1.00	297.44	-47.44	-3.19	43.57	-15.24	-45.84	-7.22	0.37	6.61	0.8448	0.0638	0.1118	0.5193	0	0	0	3
4.41	0.29	-9.16	-20.50	-4.38	-11.00	281.94	70.50	-137.38	-4.83	-1.92	-6.75	9.24	2.21	-2.40	0.3951	-0.4723	0.6826	0.3936	0	0	0	3
16.04	-1.80	3.29	-21.75	-3.00	1.75	242.75	72.94	-94.69	6.66	-4.66	3.53	9.11	3.60	-0.18	0.4368	-0.0394	0.7191	0.5391	0	0	0	3
-19.56	30.12	-39.22	20.00	-12.56	-7.50	354.13	-47.56	-13.94	9.06	23.33	-46.70	-6.34	0.08	7.47	0.8767	0.1412	-0.4159	0.1960	0	0	0	3
1.70	1.62	-5.13	-9.56	20.50	2.50	341.81	41.00	103.75	-4.68	8.30	-3.46	6.77	-6.83	-1.89	0.6271	-0.6552	-0.4119	0.0887	0	0	0	3
39.22	31.22	-6.15	-21.50	10.75	3.00	350.44	70.56	26.56	29.97	33.77	-7.31	9.24	-1.46	2.91	0.8256	-0.4980	0.2150	-0.1556	0	0	0	3
16.14	-5.56	-39.22	10.38	10.75	-18.00	129.69	9.69	33.81	14.49	-0.18	-47.24	1.65	-5.38	8.02	0.4155	0.1470	-0.3402	-0.8307	0	0	0	3
9.56	0.99	-17.76	-16.87	13.00	-7.56	68.94	30.37	90.87	4.66	9.19	-14.89	4.96	-8.45	-0.13	0.5954	0.0939	-0.7206	-0.3427	0	0	0	3
3.57	-5.16	-23.77	5.19	20.19	8.38	336.44	-29.31	128.56	-3.42	-10.89	-17.70	-4.80	-6.68	-5.33	0.4568	0.3661	-0.7857	0.1997	0	0	0	3
13.28	7.53	-39.06	20.69	13.69	4.38	330.25	-50.13	66.06	23.95	9.52	-41.70	-7.52	-5.74	2.54	0.8789	0.4199	-0.1852	0.1298	0	0	0	3
9.13	8.57	-32.05	7.19	-15.50	-14.88	6.31	-3.38	-46.75	9.72	1.44	-38.76	-0.58	7.13	6.70	0.8991	-0.0464	0.4092	-0.1484	0	0	0	3
0.15	1.61	-5.37	4.25	-17.75	-11.88	62.56	-11.50	-57.88	2.11	-6.52	-10.47	-2.00	8.18	5.01	0.6998	-0.1890	0.4683	-0.5052	0	0	0	3
-26.72	32.89	-3.02	5.75	-20.69	-10.88	106.19	-5.88	-66.06	-38.22	30.30	-9.86	-1.00	8.91	3.95	0.5572	-0.4512	0.2973	-0.6306	0	0	0	3
5.93	-2.21	-39.22	-4.38	2.75	-21.25	101.19	18.31	79.06	3.12	5.03	-39.66	3.27	-9.23	0.43	0.3900	0.3904	-0.6705	-0.4958	0	0	0	3
1.20	-0.02	1.14	-9.00	12.50	16.37	220.50	23.37	146.19	-2.83	4.78	9.45	3.89	-5.00	-7.47	0.1864	0.3059	-0.8864	-0.2935	0	0	0	3
0.64	-0.31	2.16	-9.69	12.88	14.06	106.50	34.38	128.94	-5.00	6.20	6.90	5.53	-6.29	-5.08	0.2998	0.1744	-0.8416	-0.4141	0	0	0	3
4.21	-8.99	-4.26	-15.19	15.50	8.25	119.25	36.31	106.12	-1.59	-1.41	-2.06	5.81	-7.58	-2.20	0.3846	0.3898	-0.6687	-0.5029	0	0	0	3
10.85	1.04	-39.22	9.75	21.56	-2.56	59.94	-21.50	53.88	14.45	8.41	-44.59	-3.47	-6.95	5.97	0.8063	0.3181	-0.2030	-0.4556	0	0	0	3
39.22	-39.22	4.15	4.25	5.69	-21.19	48.00	10.06	-31.06	14.92	-18.64	-47.49	1.71	4.98	8.26	0.8115	-0.2123	0.3505	-0.4166	0	0	0	3
-1.02	1.10	-0.55	8.69	-21.87	0.06	86.69	-33.69	-114.56	4.41	-6.31	2.83	-5.44	7.41	-3.39	0.3441	-0.0770	0.8519	-0.3871	0	0	0	3
-1.60	0.00	9.65	15.88	-10.19	12.88	144.06	-43.06	-161.56	5.09	-2.25	16.45	-6.69	2.26	-6.79	0.0651	-0.0130	0.9247	-0.3747	0	0	0	3
-1.77	0.08	11.90	18.37	3.50	15.56	231.69	-48.94	154.06	5.66	2.88	17.12	-7.39	-2.81	-5.79	-0.2166	-0.0863	0.8825	-0.4084	0	0	0	3
-1.61	0.58	8.33	18.37	8.19	11.69	241.94	-50.19	149.44	5.91	3.77	13.73	-7.53	-3.18	-5.40	-0.2314	-0.1301	0.8746	-0.4058	0	0	0	3
-1.97	1.35	10.48	18.69	4.19	13.25	208.44	-50.94	175.31	5.64	1.85	16.63	-7.61	-0.25	-6.16	-0.0687	-0.1745	0.8860	-0.4241	0	0	0	3
-1.35	2.12	7.46	18.00	-5.56	13.69	163.38	-42.50	-150.13	5.44	-0.92	13.63	-6.63	3.59	-6.26	0.0739	-0.3528	0.8369	-0.4119	0	0	0	3
